name;path length;sum angles tot;sum angles left;sum angles right;max angle;time to reach the goal;computation time;number of collisions
tests/benchmarke/e00000001.txt;59.12854572102287;67.9768834657128;22.230818442539256;45.746065023173585;-1.0;0.0;921875000.0;0
tests/benchmarke/e00000002.txt;59.35761578560231;64.25047472068785;43.50524478097336;20.745229939714513;1.0;0.0;1109375000.0;0
tests/benchmarke/e00000003.txt;35.89045763238781;13.242522959275654;9.89140101621327;3.351121943062387;0.8825752143819869;37.40000000000026;1218750000.0;0
tests/benchmarke/e00000004.txt;44.91305526981036;25.800691870511756;13.004760512350714;12.795931358161038;-1.0;45.300000000000374;1593750000.0;0
tests/benchmarke/e00000005.txt;59.357615785602306;64.250474720688;20.74522993971454;43.505244780973406;-1.0;0.0;1109375000.0;0
tests/benchmarke/e00000006.txt;35.89045763238754;13.242522959271813;3.351121943060464;9.891401016211349;-0.8825752143819905;37.40000000000026;921875000.0;0
tests/benchmarke/e00000007.txt;44.913055269810364;25.800691870511766;12.79593135816105;13.004760512350714;1.0;45.300000000000374;1250000000.0;0
tests/benchmarke/e00000008.txt;19.900000000000013;0.0;0.0;0.0;0.0;19.80000000000001;453125000.0;0
tests/benchmarke/e00000009.txt;57.91276389778022;82.7873752614187;46.25735456141074;36.530020700007945;-1.0;0.0;1750000000.0;0
tests/benchmarke/e00000010.txt;57.25803423778889;70.57486044828052;31.102218018951362;39.472642429329134;1.0;0.0;1765625000.0;0
tests/benchmarke/e00000011.txt;57.762261486472276;72.30401494484754;44.62499395337442;27.679020991473127;1.0;0.0;1765625000.0;0
tests/benchmarke/e00000012.txt;55.31306372217573;45.766459355828566;26.19145570257452;19.57500365325405;1.0;56.50000000000053;1531250000.0;0
tests/benchmarke/e00000013.txt;55.37813893260276;68.7230090785988;33.96160677366639;34.76140230493236;-1.0;0.0;2125000000.0;0
tests/benchmarke/e00000014.txt;57.646553273614344;43.27343873602279;15.287002045851288;27.986436690171487;-1.0;58.50000000000056;1375000000.0;0
tests/benchmarke/e00000015.txt;20.300000000000033;1.7310020146713065;0.8253620035126161;0.9056400111586904;0.1345075765591628;20.200000000000017;328125000.0;0
tests/benchmarke/e00000016.txt;19.999999999999876;0.08808031904475566;0.044753681245102594;0.04332663779965307;-0.04332663778217016;19.900000000000013;468750000.0;0
tests/benchmarke/e00000017.txt;57.912763897780245;82.78737526144036;36.530020700018795;46.25735456142161;1.0;0.0;1640625000.0;0
tests/benchmarke/e00000018.txt;55.37813893260288;68.72300907859555;34.76140230493074;33.96160677366477;1.0;0.0;1328125000.0;0
tests/benchmarke/e00000019.txt;57.64655327361435;43.273438736022804;27.986436690171505;15.28700204585132;1.0;58.50000000000056;1375000000.0;0
tests/benchmarke/e00000020.txt;20.300000000000033;1.7310020146713065;0.9056400111586904;0.8253620035126161;-0.1345075765591628;20.200000000000017;406250000.0;0
tests/benchmarke/e00000021.txt;57.2580342377889;70.57486044828397;39.47264242933083;31.102218018953085;-1.0;0.0;1203125000.0;0
tests/benchmarke/e00000022.txt;57.76226148647229;72.3040149448479;27.679020991473287;44.62499395337455;-1.0;0.0;1156250000.0;0
tests/benchmarke/e00000023.txt;55.31306372217573;45.76645935582862;19.575003653254072;26.191455702574547;-1.0;56.50000000000053;1062500000.0;0
tests/benchmarke/e00000024.txt;19.999999999999876;0.08808031904475566;0.04332663779965307;0.044753681245102594;0.04332663778217016;19.900000000000013;328125000.0;0
tests/benchmarke/e00000025.txt;58.773865331754074;56.676456003948786;19.511249541532756;37.16520646241602;-1.0;0.0;1187500000.0;0
tests/benchmarke/e00000026.txt;57.71994568892971;70.3731022118565;40.501298647044024;29.871803564812456;1.0;0.0;1031250000.0;0
tests/benchmarke/e00000027.txt;57.19970436233412;58.865886084209784;32.742372987511246;26.12351309669852;1.0;0.0;921875000.0;0
tests/benchmarke/e00000028.txt;34.16507385362803;13.395436998512604;6.827375374258556;6.568061624254047;-1.0;34.50000000000022;609375000.0;0
tests/benchmarke/e00000029.txt;57.71994568892971;70.37310221185719;29.871803564812765;40.501298647044365;-1.0;0.0;1046875000.0;0
tests/benchmarke/e00000030.txt;57.19970436233412;58.865886084209755;26.123513096698538;32.74237298751124;-1.0;0.0;953125000.0;0
tests/benchmarke/e00000031.txt;34.16507385362803;13.395436998512608;6.568061624254047;6.8273753742585574;1.0;34.50000000000022;546875000.0;0
tests/benchmarke/e00000032.txt;19.900000000000013;0.0;0.0;0.0;0.0;19.80000000000001;328125000.0;0
tests/benchmarke/e00000033.txt;59.31735682152586;63.94144756384381;39.12906830280592;24.812379261037876;-1.0;0.0;1125000000.0;0
tests/benchmarke/e00000034.txt;57.64897655469952;71.20374351605471;32.29000862096313;38.913734895091594;1.0;0.0;1203125000.0;0
tests/benchmarke/e00000035.txt;58.236101868087154;69.82936262538638;46.372168845912086;23.457193779474313;1.0;0.0;1437500000.0;0
tests/benchmarke/e00000036.txt;14.455138193327038;12.843200809784326;5.969304945988353;6.873895863795972;-1.0;0.0;218750000.0;1
tests/benchmarke/e00000037.txt;57.47425788959492;68.0137038763642;25.761184572774475;42.252519303589764;-1.0;0.0;1234375000.0;0
tests/benchmarke/e00000038.txt;57.85855925269353;46.74096021581425;17.005076321032377;29.73588389478187;-1.0;58.700000000000564;968750000.0;0
tests/benchmarke/e00000039.txt;20.400000000000144;1.747741165277802;0.8238462762265661;0.923894889051236;0.13424011420939452;20.30000000000002;281250000.0;0
tests/benchmarke/e00000040.txt;20.000000000000014;0.5230814661828602;0.2673742524795162;0.25570721370334404;-0.2557072137033285;19.900000000000013;296875000.0;0
