name;path length;sum angles tot;sum angles left;sum angles right;max angle;time to reach the goal;computation time;number of collisions
tests/benchmark/wall00000001.txt;28.984041481331968;18.389683067740858;9.052727536981937;9.33695553075896;1.0;34.100000000000215;312500000.0;0
tests/benchmark/wall00000002.txt;29.085944373816865;18.428549387452954;9.070924584576373;9.3576248028766;1.0;34.200000000000216;296875000.0;0
tests/benchmark/wall00000003.txt;24.199999999999992;6.393903061204542;3.3405189146752163;3.053384146529329;-1.0;24.500000000000078;171875000.0;0
tests/benchmark/wall00000004.txt;24.200000000000028;6.396311535315342;3.343129030509731;3.0531825048056134;-1.0;24.500000000000078;187500000.0;0
tests/benchmark/wall00000005.txt;23.399999999999984;5.982245104133199;3.1240473111624287;2.858197792970763;-1.0;23.700000000000067;187500000.0;0
tests/benchmark/wall00000006.txt;23.4;5.984868266003769;3.1266808063287463;2.858187459675025;-1.0;23.700000000000067;171875000.0;0
tests/benchmark/wall00000007.txt;22.8;5.584030751142512;2.906438452196604;2.6775922989459047;-1.0;23.10000000000006;187500000.0;0
tests/benchmark/wall00000008.txt;22.800000000000004;5.5866733246741065;2.90884552929446;2.677827795379649;-1.0;23.10000000000006;203125000.0;0
tests/benchmark/wall00000009.txt;24.199999999999992;6.3939030612045435;3.0533841465293285;3.340518914675216;1.0;24.500000000000078;234375000.0;0
tests/benchmark/wall00000010.txt;24.20000000000003;6.396311535315344;3.0531825048056134;3.343129030509731;1.0;24.500000000000078;140625000.0;0
tests/benchmark/wall00000011.txt;23.399999999999984;5.982245104133199;2.8581977929707634;3.1240473111624287;1.0;23.700000000000067;218750000.0;0
tests/benchmark/wall00000012.txt;23.4;5.984868266003767;2.8581874596750247;3.126680806328746;1.0;23.700000000000067;187500000.0;0
tests/benchmark/wall00000013.txt;22.800000000000008;5.58403075114251;2.677592298945903;2.906438452196603;1.0;23.10000000000006;171875000.0;0
tests/benchmark/wall00000014.txt;22.8;5.586673324674101;2.677827795379648;2.908845529294459;1.0;23.10000000000006;171875000.0;0
tests/benchmark/wall00000015.txt;28.98404148133196;18.38968306774084;9.05272753698192;9.33695553075895;1.0;34.100000000000215;296875000.0;0
tests/benchmark/wall00000016.txt;29.085944373816865;18.42854938745281;9.070924584576304;9.35762480287653;1.0;34.200000000000216;296875000.0;0
tests/benchmark/wall00000017.txt;26.184041481331846;14.109911069400013;6.963462972019486;7.146448097380507;1.0;31.300000000000175;250000000.0;0
tests/benchmark/wall00000018.txt;26.18594437381685;14.134478612076212;6.9744535341199825;7.160025077956234;1.0;31.300000000000175;234375000.0;0
tests/benchmark/wall00000019.txt;20.099999999999934;1.2507575292733821;0.6076077128535347;0.6431498164198475;0.6076077128535338;20.000000000000014;140625000.0;0
tests/benchmark/wall00000020.txt;20.099999999999913;1.1221814675864628;0.5435095270442227;0.57867194054224;0.543509527044221;20.000000000000014;171875000.0;0
tests/benchmark/wall00000021.txt;20.100000000000048;1.4833278444070053;0.7265425280053619;0.7567853164016434;0.7265425280053606;20.000000000000014;125000000.0;0
tests/benchmark/wall00000022.txt;20.099999999999948;1.4833289728395336;0.7265425280053619;0.7567864448341717;0.7265425280053606;20.000000000000014;156250000.0;0
tests/benchmark/wall00000023.txt;19.9999999999999;1.1871501334475751;0.5845872275838748;0.6025629058637003;0.5845872275838739;19.900000000000013;140625000.0;0
tests/benchmark/wall00000024.txt;20.00000000000005;1.187061203180014;0.584543126607123;0.602518076572891;0.584543126607123;19.900000000000013;109375000.0;0
tests/benchmark/wall00000025.txt;21.40000000000004;2.3742753178349814;1.1003303810769847;1.2739449367579967;0.14822975582271836;21.300000000000033;187500000.0;0
tests/benchmark/wall00000026.txt;21.499999999999957;2.37905171717859;1.1013399685174847;1.2777117486611052;0.1479513788313378;21.400000000000034;171875000.0;0
tests/benchmark/wall00000027.txt;20.800000000000033;1.7525438925419565;0.8032559114465703;0.9492879810953863;0.07729556480866728;20.700000000000024;140625000.0;0
tests/benchmark/wall00000028.txt;20.80000000000001;1.756513250156586;0.8040039235361771;0.952509326620409;0.07657277775321036;20.700000000000024;187500000.0;0
tests/benchmark/wall00000029.txt;20.30000000000001;1.1311972255539309;0.513757338077844;0.6174398874760869;0.03523073085249173;20.200000000000017;171875000.0;0
tests/benchmark/wall00000030.txt;20.299999999999997;1.1354221722895548;0.514931947995374;0.6204902242941808;0.035352275974514846;20.200000000000017;125000000.0;0
tests/benchmark/wall00000031.txt;39.085367446928394;50.98629620321125;25.68711969696368;25.299176506247598;-1.0;46.700000000000394;437500000.0;0
tests/benchmark/wall00000032.txt;26.185944373816845;14.134478612076375;6.974453534120062;7.16002507795632;1.0;31.300000000000175;203125000.0;0
tests/benchmark/wall00000033.txt;39.08536743638536;50.986296562776765;25.29917668612117;25.68711987665555;1.0;46.700000000000394;375000000.0;0
tests/benchmark/wall00000034.txt;35.79914319351401;35.70437918112309;14.517954254442994;21.186424926680104;1.0;43.50000000000035;421875000.0;0
tests/benchmark/wall00000035.txt;21.40000000000004;2.3742753178349822;1.2739449367579971;1.100330381076985;-0.1482297558227179;21.300000000000033;156250000.0;0
tests/benchmark/wall00000036.txt;21.499999999999957;2.379051717178593;1.2777117486611065;1.1013399685174865;-0.1479513788313378;21.400000000000034;203125000.0;0
tests/benchmark/wall00000037.txt;20.800000000000036;1.7525438925419579;0.9492879810953871;0.8032559114465707;-0.07729556480866728;20.700000000000024;156250000.0;0
tests/benchmark/wall00000038.txt;20.80000000000001;1.7565132501565879;0.9525093266204099;0.804003923536178;-0.07657277775320992;20.700000000000024;171875000.0;0
