name;path length;sum angles tot;sum angles left;sum angles right;max angle;time to reach the goal;computation time;number of collisions
tests/benchmarkenokin/e00002812.txt;20.572381770759286;2.1046708451538523;1.1458775707616988;0.9587932743921534;-0.24972048632090615;21.500000000000036;109375000.0;0
tests/benchmarkenokin/e00002813.txt;20.889511760336482;2.4157772520678313;1.0983670678338195;1.3174101842340118;0.2834504804276552;21.80000000000004;93750000.0;0
tests/benchmarkenokin/e00002814.txt;20.690812548560917;2.121920913262116;0.9598453847053077;1.1620755285568083;0.22931386000287457;21.600000000000037;78125000.0;0
tests/benchmarkenokin/e00002815.txt;20.57238177075929;2.1046708451538545;0.9587932743921539;1.1458775707617006;0.24972048632090615;21.500000000000036;109375000.0;0
tests/benchmarkenokin/e00002816.txt;21.47492932356224;190.3490808580372;95.288785354189;95.06029550384837;-3.1415926535897847;33.60000000000021;140625000.0;0
tests/benchmarkenokin/e00002817.txt;21.23733023521808;5.456035164474832;2.5955180614817506;2.860517102993081;1.7037760656576388;22.40000000000005;93750000.0;0
tests/benchmarkenokin/e00002818.txt;21.162484462144768;2.871286668069724;1.5584761932673983;1.3128104748023257;-0.5809837319178208;22.100000000000044;93750000.0;0
tests/benchmarkenokin/e00002819.txt;20.955109575944515;2.753302047600851;1.4909439874108905;1.2623580601899604;-0.5220870840259222;21.90000000000004;78125000.0;0
tests/benchmarkenokin/e00002820.txt;20.840474454285527;2.7452030597570647;1.4792627274718768;1.2659403322851879;-0.5990161419314477;21.80000000000004;93750000.0;0
tests/benchmarkenokin/e00002821.txt;20.66828738618011;2.2712014759835255;1.0394667074517292;1.2317347685317963;0.18035281616279297;21.600000000000037;125000000.0;0
tests/benchmarkenokin/e00002822.txt;20.488898553245228;1.8061541460102872;0.8152724749864042;0.990881671023883;0.1366877729652325;21.400000000000034;109375000.0;0
tests/benchmarkenokin/e00002823.txt;20.374325536732247;1.637029282255825;0.7382355003477734;0.8987937819080516;0.134615550021973;21.300000000000033;109375000.0;0
tests/benchmarkenokin/e00002824.txt;20.907272257014906;2.7729090483062757;1.283857563563886;1.4890514847423897;0.6602913186269213;21.80000000000004;109375000.0;0
tests/benchmarkenokin/e00002825.txt;21.23733023521808;5.456035164474832;2.8605171029930814;2.595518061481751;-1.7037760656576386;22.40000000000005;125000000.0;0
tests/benchmarkenokin/e00002826.txt;20.66828738618011;2.271201475983527;1.2317347685317972;1.0394667074517296;-0.18035281616279342;21.600000000000037;125000000.0;0
tests/benchmarkenokin/e00002827.txt;20.488898553245228;1.8061541460102868;0.9908816710238826;0.8152724749864042;-0.1366877729652325;21.400000000000034;109375000.0;0
tests/benchmarkenokin/e00002828.txt;20.374325536732247;1.637029282255825;0.8987937819080516;0.7382355003477734;-0.134615550021973;21.300000000000033;93750000.0;0
tests/benchmarkenokin/e00002829.txt;21.162484462144768;2.871286668069723;1.3128104748023257;1.5584761932673974;0.5809837319178204;22.100000000000044;125000000.0;0
tests/benchmarkenokin/e00002830.txt;20.955109575944515;2.7533020476008554;1.2623580601899609;1.4909439874108945;0.5220870840259226;21.90000000000004;140625000.0;0
tests/benchmarkenokin/e00002831.txt;20.840474454285527;2.745203059757066;1.2659403322851883;1.4792627274718777;0.5990161419314468;21.80000000000004;109375000.0;0
tests/benchmarkenokin/e00002832.txt;20.907272257014906;2.7729090483062744;1.4890514847423897;1.2838575635638847;-0.660291318626919;21.80000000000004;93750000.0;0
tests/benchmarkenokin/e00002833.txt;15.26314496016991;1074.424687527708;0.0;1074.424687527708;-3.141592653589793;0.0;312500000.0;0
tests/benchmarkenokin/e00002834.txt;21.222710736970576;3.0596923018765283;1.9725531122609543;1.087139189615574;-0.2831888466224428;22.40000000000005;78125000.0;0
tests/benchmarkenokin/e00002835.txt;20.923172942708064;2.5479816379189453;1.597649778952229;0.9503318589667162;-0.23016745573734454;21.90000000000004;93750000.0;0
tests/benchmarkenokin/e00002836.txt;20.756951538336217;2.4897598842885986;1.538090313263968;0.9516695710246306;-0.2481747236219496;21.70000000000004;109375000.0;0
tests/benchmarkenokin/e00002837.txt;21.222710736970576;3.059692301876529;1.0871391896155744;1.9725531122609548;0.28318884662244326;22.40000000000005;78125000.0;0
tests/benchmarkenokin/e00002838.txt;20.923172942708067;2.5479816379189506;0.9503318589667202;1.5976497789522304;0.2301674557373521;21.90000000000004;78125000.0;0
tests/benchmarkenokin/e00002839.txt;20.756951538336217;2.489759884288598;0.9516695710246306;1.5380903132639676;0.2481747236219496;21.70000000000004;140625000.0;0
tests/benchmarkenokin/e00002840.txt;21.707051697011476;198.94172269580608;99.74859530188085;99.19312739392512;-3.141592653589785;34.50000000000022;187500000.0;0
tests/benchmarkenokin/e00002841.txt;22.33003564473108;11.283356529069081;5.58387620298921;5.699480326079872;1.7580661987912825;0.0;312500000.0;0
tests/benchmarkenokin/e00002842.txt;21.671464819056016;6.302703653637044;3.153181644816116;3.149522008820935;-0.6008382996038915;0.0;265625000.0;0
tests/benchmarkenokin/e00002843.txt;21.247388555150827;3.260726891534256;1.994855942583329;1.2658709489509272;-0.5223175874117576;22.200000000000045;62500000.0;0
tests/benchmarkenokin/e00002844.txt;21.077318177477864;3.188739371941674;1.924111260369544;1.2646281115721298;-0.6072427110611844;22.000000000000043;78125000.0;0
tests/benchmarkenokin/e00002845.txt;20.886125030374412;2.8231864292790543;1.0293816714970654;1.793804757781989;0.17853655191929008;21.80000000000004;93750000.0;0
tests/benchmarkenokin/e00002846.txt;20.65947350431679;2.158978869754714;0.796626800710905;1.362352069043809;0.13436265385402413;21.600000000000037;109375000.0;0
tests/benchmarkenokin/e00002847.txt;20.503950274549734;1.9603861475441828;0.7252184947270606;1.2351676528171223;0.1330110072439794;21.400000000000034;109375000.0;0
tests/benchmarkenokin/e00002848.txt;21.09189385668589;3.065343992168976;1.2818768851477573;1.7834671070212185;0.6664744579054651;22.000000000000043;109375000.0;0
tests/benchmarkenokin/e00002849.txt;22.330035644731083;11.293979300442043;5.704704303903392;5.589274996538637;-1.7580661987912802;0.0;234375000.0;0
tests/benchmarkenokin/e00002850.txt;20.886125030374412;2.8231864292790547;1.7938047577819893;1.0293816714970654;-0.17853655191929008;21.80000000000004;125000000.0;0
tests/benchmarkenokin/e00002851.txt;20.65947350431679;2.158978869754715;1.3623520690438098;0.7966268007109054;-0.13436265385402413;21.600000000000037;125000000.0;0
